2022-08-20 11:26:29,364 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-08-20 11:26:29,380 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-08-20 11:26:29,381 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-08-20 11:26:29,381 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-08-20 11:26:29,384 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-08-20 11:26:29,384 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-08-20 11:26:29,385 INFO  SwAddin.cs: 201 - Setting up command manager
2022-08-20 11:26:29,385 INFO  SwAddin.cs: 204 - Adding command manager
2022-08-20 11:26:29,388 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-08-20 11:26:29,388 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-08-20 11:26:29,389 INFO  SwAddin.cs: 210 - Adding event handlers
2022-08-20 11:26:29,453 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-08-20 11:26:52,959 INFO  SwAddin.cs: 294 - Assembly export called for file 0- Montagem - Copy
2022-08-20 11:26:58,205 INFO  SwAddin.cs: 313 - Saving assembly
2022-08-20 11:26:58,364 INFO  SwAddin.cs: 316 - Opening property manager
2022-08-20 11:26:58,388 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0- Montagem - Copy
2022-08-20 11:26:58,393 INFO  ExportHelperExtension.cs: 1136 - Found 66 in 0- Montagem - Copy
2022-08-20 11:26:58,394 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 0- Montagem - Copy
2022-08-20 11:26:58,394 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-20 11:26:58,396 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2022-08-20 11:26:58,397 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from sensor (TCRT5000)-4
2022-08-20 11:26:58,397 INFO  ExportHelperExtension.cs: 1136 - Found 60 in sensor (TCRT5000)-4
2022-08-20 11:26:58,397 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in sensor (TCRT5000)-4
2022-08-20 11:26:58,398 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor DC-2
2022-08-20 11:26:58,398 INFO  ExportHelperExtension.cs: 1136 - Found 68 in Motor DC-2
2022-08-20 11:26:58,398 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Motor DC-2
2022-08-20 11:26:58,399 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from sensor (TCRT5000)-3
2022-08-20 11:26:58,399 INFO  ExportHelperExtension.cs: 1136 - Found 60 in sensor (TCRT5000)-3
2022-08-20 11:26:58,399 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in sensor (TCRT5000)-3
2022-08-20 11:26:58,399 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-2
2022-08-20 11:26:58,400 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Base-2
2022-08-20 11:26:58,400 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-2
2022-08-20 11:26:58,400 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Motor DC-1
2022-08-20 11:26:58,400 INFO  ExportHelperExtension.cs: 1136 - Found 68 in Motor DC-1
